title,text,subject,date
"Factbox: Early voting starts next month in U.S. election","WASHINGTON (Reuters) - Although the Nov. 8 U.S. presidential election is more than two months away, the first ballots will be cast in just a few weeks when several states begin early voting. Thirty-eight of the 50 U.S. states have some form of early voting in this years race between Democrat Hillary Clinton and Republican Donald Trump. Pushing supporters to vote early has become a large organizational effort by both major U.S. parties. Below are the dates for early voting in the states that allow it. State rankings, such as "most competitive states"," are based on the Reuters States of the Nation poll. (here) * Florida: Oct. 24 to Nov. 6 * Iowa: Sept. 29 to Nov. 7 * Nevada: Oct. 22 to Nov. 4 * North Carolina: Varies by county * Ohio: Oct. 12 to Nov. 7 * Virginia: Sept. 23 to Nov. 5 * Arizona: Oct. 12 to Nov. 4 * Colorado: Oct. 24 to Nov. 7 * Georgia: Oct. 17 to Nov. 4 * New Mexico: Oct. 11 to Nov. 5 * Wisconsin: Varies by municipalities * Alaska: Oct. 24 to Nov. 7 * Arkansas: Oct. 24 to Nov. 7 * Idaho: Oct. 24 to Nov. 4 * Indiana: Oct. 12 to Nov. 7 * Kansas: Nov. 1 to Nov. 7 * Kentucky: Oct. 21 to Nov. 7 * Louisiana: Oct. 25 to Nov. 1 * Mississippi: Sept. 26 to Nov. 5 * Montana: Oct. 11 to Nov. 7 * Nebraska: Oct. 10 to Nov. 7 * Oklahoma: Nov. 3 to Nov. 5 * South Dakota: Sept. 23 to Nov. 7 * Tennessee: Oct. 19 to Nov. 3 * Texas: Oct. 24 to Nov. 4 * Utah: Oct. 25 to Nov. 4 * West Virginia: Oct. 26 to Nov. 5 * Wyoming: Sept. 29 to Nov. 7 * California: Varies by county * Hawaii: Oct. 25 to Nov. 5 * Illinois: Sept. 29 to Nov. 7 * Maine: Oct. 9 to Nov. 7 * Maryland: Oct. 27 to Nov. 3 * Massachusetts: Oct. 24 to Nov. 4 * Minnesota: Sept. 23 to Nov. 7 * Vermont: Sept. 23 to Nov. 7 * Washington state: Oct. 21 to Nov. 7 * Washington"," D.C.: Oct. 29 to Nov. 5 ""
"A kiss is not just a kiss on Cleveland convention billboards","CLEVELAND (Reuters) - In an age of social media and sound bites, advocacy groups in Cleveland have turned to the old-fashioned medium of billboards to display messages during the Republican National Convention, from the serious to the ridiculous and shocking. Among them is an artists fanciful rendering of Donald Trump about to kiss former rival Ted Cruz, a poke at a Republican Party platform that would limit gay rights, the signs sponsor said.  Love Trumps Hate. End Homophobia, reads the billboard featuring Trump and Cruz moving in for a lip-lock.  Elsewhere in Cleveland, there are also chestnuts such as Dont Trust the Liberal Media, and the eternally contentious issue of abortion is the focus of another that says, How much time will we serve - when the RNC platform makes abortion illegal? Some 50,000 visitors are expected in Cleveland for the convention that runs from Monday to Thursday. There Trump, who has selected Indiana Governor Mike Pence as his running mate, is expected to officially accept the Republican nomination for president. With so many party insiders, activists, lobbyists and reporters descending on Cleveland, political groups have chosen a direct path to their eyeballs. Dont Trust the Liberal Media, paid for by the Media Research Center, stands beside a highway near the airport and is repeated at least twice more in central Cleveland, where the convention will take place. Six strategically placed signs around the city depict a group of women in a police-style lineup. The message, sponsored by the National Institute of Reproductive Health, which supports abortion rights, is intended to bring attention to recently passed state laws seeking to limit access to abortion.  We wanted to use the RNC to raise awareness with the public. We wanted to give the public the facts about what is happening and the laws on the books being quietly passed behind the scenes and the logical conclusion that those laws will put women in jail, said Andrea Miller, president of the institute. The Trump-Cruz makeout illustration resembles images of unstated political motives depicting Trump and Russian President Vladimir Putin that went up in Lithuania and another in Bristol, England, that showed Trump bussing British politician Boris Johnson.  The Cleveland sign was paid for by Planting Peace, a group favoring equal rights for lesbian, gay, bisexual and transgender people. Planting Peace calls for the immediate change in the Republican Party platform with regard to our LGBT family and LGBT rights, said Aaron Jackson, president of the group.  The 2016 Republican platform includes a plank called Preserving and Protecting Traditional Marriage that calls for marriage to be defined as a union between one man and one woman.  About half a mile (one km) east of the convention site is a fake advertisement for a company called Dick to Dick LLC that ends with the line, Were not going to live forever. So why should the earth? The billboard sponsor's website (here) contains more satire including the bon mot, "Need to buy a politician"," the Media"," or a law? Dick to Dick Executive Consulting is the website for you. If you are interested in buying God"
"Puerto Rico GO bond price dips, rescue bill moves to Senate","NEW YORK (Reuters) - Puerto Ricos benchmark General Obligation bond fell in price on Friday in choppy trading after the U.S. House of Representatives passed legislation aimed at helping the U.S. territory fix its fiscal mess. The GO bond, carrying an 8 percent coupon and maturing in 2035, last traded at 64.74 points in price, pushing the yield to 13.05 percent from 12.73 percent on Thursday, according to data provided by the Municipal Securities Rulemaking Board. According to the MSRBs Electronic Municipal Market Access database, about $21 million worth of bonds traded versus $14 million the day before. Late on Thursday the House passed the "Puerto Rico Oversight"," Management and Economic Stability Act"" (PROMESA)"," by a vote of 297-127"
"Potential Trump high court nominee mocked him on Twitter","(Reuters) - A Texas judge identified by Donald Trump on Wednesday as one of 11 people he would consider nominating to the U.S. Supreme Court has repeatedly mocked the presumptive Republican presidential nominee on social media.  Texas Supreme Court Justice Don Willett last month likened Trump to Star Wars villain Darth Vader in a Twitter post.  "'We'll rebuild the Death Star. It'll be amazing"," believe me. And the rebels will pay for it.' Darth Trump"," Willett tweeted last month with a photo of the Death Star"
"Trump's taco tweet baffles, riles social media users"," NEW YORK (Reuters) - U.S. Republican presidential candidate Donald Trump celebrated Cinco de Mayo on Thursday by tweeting a photo of himself with a taco bowl and the caption: I love Hispanics, but the gesture was not to everyones taste.  "Happy #CincoDeMayo!"" tweeted Trump (@realDonaldTrump). ""The best taco bowls are made in Trump Tower Grill. I love Hispanics!""  Cinco de Mayo commemorates the Mexican defeat of the French during the Battle of Puebla in 1862.  The posting angered"," baffled or amused some social media users"," including Democratic presidential front-runner Hillary Clinton"
"In the battle for Hollywood endorsements - and cash - Clinton rules","LOS ANGELES (Reuters) - Democratic presidential candidate Bernie Sanders positions on fracking, free tuition and breaking up big banks wouldnt sound out of place in an Oscar winning-actors acceptance speech.  But in famously liberal Hollywood, long used as an ATM by Democratic campaigns, Sanders message is not resonating as loudly as in other progressive bastions. The more moderate Hillary Clinton has far outpaced the Vermont senator in fundraising and has a deep line-up of A-list stars and top executives among her backers.   Celebrities dont sway votes, but they can persuade people to listen to a candidates message, said historian Steven Ross, author of Hollywood Left and Right: How Movie Stars Shaped American Politics.  It puts a candidate on their radar, he said. Hollywood actors, studio executives and other employees of the film, TV and music industries have donated at least $8.4 million to Clintons campaign and the independent Super PAC that supports her bid, Priorities USA Action, according to a Reuters analysis of campaign finance data through March 31.  A pair of Clinton fundraisers held by actor George Clooney this month, at which tickets went for as much as $353,000 per couple, is not included in that total, but were reported by Deadline Hollywood to have raised an additional $15 million. By contrast, Sanders' campaign had raised about $1 million from entertainment industry donors through March 31, according to the campaign finance data. The Vermont senator, who called the price of the Clooney event "obscene"," is not associated with a Super PAC and says he does not court wealthy donors. (Graphic on Hollywood flows to Sanders and Clinton: tmsnrt.rs/1U98K4g) All Republican presidential candidates combined collected $460",000
"Carly's croon sparks bewilderment, criticism on social media","(Reuters) - Carly Fiorina was so happy to be named U.S. presidential hopeful Ted Cruzs running mate, she broke into song during her acceptance speech. But the chorus that greeted her on social media was anything but complimentary. Cruz announced at a rally on Wednesday in Indianapolis that the former Chief Executive Officer of Hewlett-Packard would join his ticket. But the unveiling faced scorn on social media after she started to sing while addressing the crowd. "I know two girls that I just adore"," crooned Fiorina"," in reference to Cruz's two daughters"
"Trump's 'Paterno' comment sparks jeers on social media","(Reuters) - Republican presidential front-runner Donald Trump drew guffaws and derision on social media after he asked a campaign rally in Pittsburgh, Hows Joe Paterno? The legendary Penn State University football coach died four years ago.  I went to school in this state. I know a lot about Pennsylvania and its great, Trump said. Hows Joe Paterno? We gonna bring that back? How about that whole deal?  The term "Joe Paterno"" quickly became a top trending topic on Twitter"," with many asking if Trump knew Paterno was dead. A video clip was posted on YouTube.  Paterno"," once one of the most revered college athletic coaches in the United States"
"Exclusive: Most Americans support torture against terror suspects - Reuters/Ipsos poll","(Reuters) - Nearly two-thirds of Americans believe torture can be justified to extract information from suspected terrorists, according to a Reuters/Ipsos poll, a level of support similar to that seen in countries like Nigeria where militant attacks are common. The poll reflects a U.S. public on edge after the massacre of 14 people in San Bernardino in December and large-scale attacks in Europe in recent months, including a bombing claimed by the militant group Islamic State last week that killed at least 32 people in Belgium.  Donald Trump, the front-runner for the 2016 Republican presidential nomination, has forcefully injected the issue of whether terrorism suspects should be tortured into the election campaign.  Trump has said he would seek to roll back President Barack Obamas ban on waterboarding - an interrogation technique that simulates drowning that human rights groups contend is illegal under the Geneva Conventions. Trump has also vowed to bring back a hell of a lot worse if elected. Trumps stance has drawn broad criticism from human rights organizations, world bodies, and political rivals. But the poll findings suggest that many Americans are aligned with Trump on the issue, although the survey did not ask respondents to define what they consider torture.  The public right now is coping with a host of negative emotions, said Elizabeth Zechmeister, a Vanderbilt University professor who has studied the link between terrorist threats and public opinion. Fear, anger, general anxiety: (Trump) gives a certain credibility to these feelings, she said. The March 22-28 online poll asked respondents if torture can be justified against suspected terrorists to obtain information about terrorism. About 25 percent said it is often justified while another 38 percent it is sometimes justified. Only 15 percent said torture should never be used.  Republicans were more accepting of torture to elicit information than Democrats: 82 percent of Republicans said torture is "often"" or ""sometimes"" justified"," compared with 53 percent of Democrats. (Graphic: tmsnrt.rs/1ShObx1) About two-thirds of respondents also said they expected a terrorist attack on U.S. soil within the next six months. Surveys by other polling agencies in recent years have shown U.S. support for the use of torture at around 50 percent. A 2014 survey by Amnesty International"," for example"
"Trump's tariff plan could boomerang, spark trade wars with China, Mexico"," WASHINGTON (Reuters) - Donald Trumps threats to slap steep tariffs on Chinese and Mexican imports may have won him votes in Republican primaries but they would likely backfire, severely disrupting U.S. manufacturers that increasingly depend on global supply chains.  The Republican presidential front-runners campaign pledges to impose 45 percent tariffs on all imports from China and 35 percent on many goods from Mexico would spark financial market turmoil and possibly even a recession, former trade negotiators, trade lawyers, economists and business executives told Reuters.  I dont mind trade wars when were losing $58 billion a year, Trump said in a Feb. 25 debate, referring to the 2015 U.S. goods trade deficit with Mexico. Economists dispute the idea the United States is losing money as the trade deficit is simply the difference between what the United States imports and what it exports to a country.  "Imposing tariffs or putting up trade barriers may sound good"," but it will hurt our economy and credibility"," said Wendy Cutler"
"Foreign diplomats voicing alarm to U.S. officials about Trump"," WASHINGTON (Reuters) - Foreign diplomats are expressing alarm to U.S. government officials about what they say are inflammatory and insulting public statements by Republican presidential front-runner Donald Trump, according to senior U.S. officials.  Officials from Europe, the Middle East, Latin America and Asia have complained in recent private conversations, mostly about the xenophobic nature of Trumps statements, said three U.S. officials, who all declined to be identified.  READ MORE: Trump's foreign policy team is still TBD As the (Trump) rhetoric has continued, and in some cases amped up, so, too, have concerns by certain leaders around the world, said one of the officials.  The three officials declined to disclose a full list of countries whose diplomats have complained, but two said they included at least India, South Korea, Japan and Mexico.  U.S. officials said it was highly unusual for foreign diplomats to express concern, even privately, about candidates in the midst of a presidential campaign. U.S. allies in particular usually dont want to be seen as meddling in domestic politics, mindful that they will have to work with whoever wins.  Senior leaders in several countries  including Britain, Mexico, France, and Canada  have already made public comments criticizing Trumps positions. German Economy Minister Sigmar Gabriel branded him a threat to peace and prosperity in an interview published on Sunday.  Trump's campaign did not respond to requests for comment on the private diplomatic complaints.READ MORE: Nike suspends ties with Sharapova after failed drug test RECOMMENDED: Gun silencers, not just for hitmen Japans embassy declined to comment. The Indian and South Korean embassies did not respond to requests for comment.  A spokesperson for the Mexican government would not confirm any private complaints but noted that its top diplomat, Claudia Ruiz Massieu, said last week that Trumps policies and comments were ignorant and racist and that his plan to build a border wall to stop illegal immigration was absurd.  The foreign officials have been particularly disturbed by the anti-immigrant and anti-Muslim themes that the billionaire real estate mogul has pushed, according to the U.S. officials.  European and Middle Eastern government representatives have expressed dismay to U.S. officials about anti-Muslim declarations by Trump that they say are being used in recruiting pitches by the Islamic State and other violent jihadist groups.  On Dec. 7, Trumps campaign issued a written statement saying that he was calling for a total and complete shutdown of Muslims entering the United States until our countrys representatives can figure out what is going on.  Trump subsequently said in television interviews that American Muslims traveling abroad would be allowed to return to the country, as would Muslim members of the U.S. military or Muslim athletes coming to compete in the United States.  There are also concerns abroad that the United States would become more insular under Trump, who has pledged to tear up international trade agreements and push allies to take a bigger role in tackling Middle East conflicts.  European diplomats are constantly asking about Trumps rise with disbelief and, now, growing panic, said a senior NATO official, speaking on condition of anonymity.  With the EU facing an existential crisis, theres more than the usual anxiety about the U.S. turning inward when Europe needs U.S. support more than ever.  Another of the senior U.S. officials said the complaints are coming mostly from mid-to-low ranking diplomats  described as working level - rather than from the most senior officials.  The responses have ranged from amusement to befuddlement to curiosity, the official said. In some cases, weve heard expressions of alarm, but those have been more in response to the anti-immigrant and anti-refugee sentiment as well as the general sense of xenophobia.  More than a hundred Republican foreign policy veterans pledged this week to oppose Trump, saying in an open letter that his proposals would undermine U.S. security.  On Tuesday, General Philip Breedlove, the United States top military commander in Europe, said that the U.S. elections were stirring concerns among Americas allies.  I get a lot of questions from our European counterparts on our election process this time in general, said Breedlove, who did not mention Trump by name. And I think they see a very different sort of public discussion than they have in the past.  While not confirming the content of private diplomatic contacts, some foreign officials acknowledged their governments concerns about Trump.  A British official noted that in January, Prime Minister David Cameron said: "What Donald Trump says is"," in my view"," not only wrong"
"Donald Trump Jr. appears with white supremacist on radio show","WASHINGTON (Reuters) - One of Donald Trumps sons appeared along with a white supremacist while giving an interview on a conservative radio show, adding to concerns that the front-runner in the battle to be the Republican candidate in Novembers presidential election is willing to accept support from extremist supporters. Donald Trump Jr., who is actively campaigning for his father, gave an interview on Tuesday on Liberty Roundtable, a conservative Utah-based radio show hosted by Sam Bushman. During the show he was questioned by James Edwards, another radio host whose show The Political Cesspool is described by the Southern Poverty Law Center, a leading U.S. civil rights group, as racist and anti-Semitic.  During the interview, conducted over the telephone, Trump Jr. talked about what a good father Donald Trump was and how his campaign is changing the Republican Party. Its not a campaign anymore, its a movement, he told his interviewers. (here) Edwards said on his blog on Tuesday he would rebroadcast the 20-minute interview on Saturday on "The Political Cesspool."" here The show"," founded in 2005 and syndicated by Bushmans Liberty News Radio organization"," has featured such extremists as former Ku Klux Klan leader David Duke and Holocaust denier Willis Carto. Edwards also said on his blog he had attended a Memphis rally for the billionaire candidate as a credentialed media member last Saturday. The Trump campaign"
"Republican Trump releases healthcare proposals","WASHINGTON (Reuters) - U.S. Republican presidential front-runner candidate Donald Trump on Wednesday unveiled proposals for reforming U.S. healthcare that included repealing Obamacare, allowing prescription drugs to be imported, and turning the Medicaid program for the poor into block grants to states. The plan also calls for the sale of health insurance plans across state lines, full deduction of health insurance premiums from income tax and adds: "We must also make sure that no one slips through the cracks simply because they cannot afford insurance.""  (here) Trump"," who is the front-runner in the race to become the Republican nominee in Novembers presidential election"," is also proposing allowing individuals to use Health Savings Accounts (HAS) to pay for out-of-pocket expenses. Contributions to HSAs would be tax-free and could be passed on to heirs without any tax penalty. The proposals include requiring ...price transparency from all healthcare providers"
"Clinton campaign says TV spot shows commitment to fight predatory drug pricing","WASHINGTON (Reuters) - A television advertisement set to air on Tuesday from the presidential campaign of Hillary Clinton underscores the Democratic front-runners willingness to take on predatory drug pricing, according to a campaign statement. The ad, set to run in nominating contests following Super Tuesday voting and titled "Predatory"," shows Clinton criticizing Valeant Pharmaceuticals International Inc (VRX.TO) for its pricing practices and making clear that she is willing to take steps to end them"," according to Hillary for America. (here) Valeant shares fell as much as 21 percent on Monday after the Canadian drugmaker revealed it was under investigation by the U.S. Securities and Exchange Commission. It is also being investigated by U.S. attorneys in New York and Massachusetts.  (Reporting by Eric Walsh; Editing by Clarence Fernandez) This article was funded in part by SAP. It was independently created by the Reuters editorial staff. SAP had no editorial involvement in its creation or production.""
"Trump loves 'the poorly educated' ... and social media clamors","(Reuters) - U.S. presidential candidate Donald Trumps declaration of love for the poorly educated in his Nevada victory speech lit up social media on Wednesday, sparking a battle between those dumbfounded by the remark and those saying it had been taken out of context.  After winning the vote of the states Republicans by a wide margin on Tuesday, the real estate billionaire rattled off a list of those groups who swept him to victory: We won with young. We won with old. We won with highly educated. We won with poorly educated. I love the poorly educated.  By Wednesday morning, the phrase I LOVE THE POORLY EDUCATED was trending heavily. On Twitter, it was tweeted roughly 15 times a minute, according to social media analytics firm Zoomph.  "I am"," by modern standards"," poorly educated"
"Facebook, Twitter support Apple on encryption dispute with FBI","SAN FRANCISCO (Reuters) - Facebook Inc (FB.O) and Twitter Inc (TWTR.N), two of Silicon Valleys most powerful companies, on Thursday backed Apple Incs (AAPL.O) refusal to help the FBI break into an iPhone used by a shooter in the San Bernardino attack, saying that complying would set a dangerous precedent for privacy. It took two days, but the companies entry solidifies a small but powerful band of tech giants supporting Apple in its quest to buck government demands that it says would irreparably damage security and erode consumer trust.  Among the first to come to Apples defense was its chief rival. Chief Executive Officer Sundar Pichai of Alphabet Incs (GOOGL.O) Google tweeted in support of Apple on Wednesday. But other companies are staying mum. Yahoo Inc YHOO.O and Microsoft Corp (MSFT.O) have yet to weigh in on the case. In characteristic fashion, Twitter CEO Jack Dorsey used the service itself to lend support to Apple CEO Tim Cook, tweeting "We stand with @tim_cook and Apple (and thank him for his leadership)."" (bit.ly/1RbfI5j) In a statement"," Facebook said"," We will continue to fight aggressively against requirements for companies to weaken the security of their systems. The case has intensified the rift between tech companies and law enforcement over the limits of encryption. And law enforcement groups have been vocal about their support for the Justice Department. Although some firms have remained silent"
"Bloomberg run could boost Trump's bid for White House: poll","(Reuters) - A third-party presidential run by Michael Bloomberg would be a long shot for the former New York City mayor but could help real estate mogul Donald Trump if he lands the Republican nomination, according to a Reuters/Ipsos poll.  In a matchup between Trump and Democratic front-runner Hillary Clinton, adding Bloombergs name to the ballot would trim Clintons lead over Trump to six percentage points from 10, according to the poll conducted from Jan. 23 to Jan. 27.  In a Trump versus Democratic hopeful Bernie Sanders matchup, adding Bloomberg would erode Sanders lead over Trump to seven points from 12, the poll results showed.  In all matchups, Bloomberg himself would land just 10 percent or less of the vote in November.  The 73-year-old financial information industry billionaire, who earned a reputation as a social liberal with strong Wall Street ties during his time as New York City mayor, has considered a White House run for years.  According to recent media reports, he would be especially interested in running if Trump and Sanders win their party nominations, and would spend at least $1 billion of his own money to drive his campaign.  While Bloombergs chances in an election currently look grim, a possible silver lining for him is that he has yet to make a first impression on most Americans.  When asked, only 41 percent of those surveyed said they were somewhat or very familiar with the three-term former mayor. That compares with 66 percent for Sanders and 59 percent for Republican Senator Ted Cruz. Clinton and Trump, who have been in the public spotlight for decades, enjoy almost 100 percent name recognition.  The Reuters/Ipsos poll included responses from 1,673 people. It has a credibility interval, a measure of the polls accuracy, of about 3 percentage points.  Other key findings:  If Republicans nominate Trump and Democrats nominate Sanders"," about 37 percent of voters would support Sanders compared with 30 percent for Trump and 8 percent for Bloomberg.  "If Cruz and Clinton win the nominations"," Clinton would win 38 percent of the vote against 25 percent for Cruz and Bloomberg at 10 percent.  "If Bloomberg ran against the current front-runners"
"Candidate Trump retweets 'White Genocide' account, drawing outrage"," NEW YORK (Reuters) - Republican presidential front-runner Donald Trump retweeted an account called "@WhiteGenocideTM"" on Friday"," prompting a backlash on social media over the real estate billionaire's sharing of an apparent neo-Nazi's depiction of rival candidate Jeb Bush.  Trump"," who is campaigning for the first contests on Feb. 1 in Iowa and Feb. 9 in New Hampshire"
"Davos elite alarmed at prospect of nominee Trump"," DAVOS, Switzerland (Reuters) - Unbelievable, embarrassing even dangerous are some of the words the financial elite gathered at the World Economic Forum conference in the Swiss resort of Davos have been using to describe U.S. Republican presidential frontrunner Donald Trump.  Although some said they still expected his campaign to founder before his party picks its nominee for the November election many said it was no longer unthinkable that he could be the Republican candidate.  Some noted that whatever the outcome, a heated campaign, which has also seen self-proclaimed Socialist Bernie Sanders provide a tough challenge to former Secretary of State Hillary Clinton for the Democratic nomination, could alter the U.S. political environment, giving vent to new populist anger on both sides of the political divide.  Trump's nationalist rhetoric, particularly proposals to ban Muslims from entering the United States, tax goods made abroad and build a wall on the Mexican border, were never the sort of thing to appeal to the free trade crowd that typically gathers at events like the annual Davos economic forum.  Clearly it is not a rhetoric that is inviting for integration, said Chiles Finance Minister, Rodrigo Valdes, referring to his comments on the campaign trail.  In Chile we have a deep view that integration of the Americas is a good thing, whether it is goods, financing and yes people. So Id be happier with a more welcoming rhetoric.  Among the present and former government officials in the Swiss resort was Eric Cantor, former Republican majority leader in the U.S. House of Representatives, now vice-chairman of Moelis & Co, an investment bank. Like much of the Republican partys establishment, he had cold words for Trump.  Hes not serious. Hes amazing at promoting his personal brand and reflecting an underlying anger at home, Cantor said.  Trump Fever is an unsustainable phenomenon that will not translate into a victory for the candidate.  But for Ray Nolte, chief investment officer of Skybridge Capital, a $13 billion hedge fund whose founder has supported other Republican candidates including Jeb Bush, such establishment pronouncements sound like wishful thinking.  Is Donald going to be the nominee? I dont know. Its sure looking that way now, Nolte said. Anyone here (at Davos) who is in the mainstream says there is no way he could possibly get the nomination. When I hear that, it probably means it is going to happen.  Noting the challenge to Clinton from Sanders, which he said could pull her to the left on issues like financial regulation, Nolte said institutional investors were already paying attention to the prospect of increased U.S. political volatility from the election.  Arianna Huffington, whose Huffington Post news website once insisted on covering Trump, a former reality TV star, as an entertainment figure rather than a politician, said the site reversed its policy once he announced his proposal to ban Muslims from entering the United States, which made him too "dangerous"" to ignore.   I feel the mainstreaming of Donald Trump"," instead of him being treated as an extreme"," dangerous candidate"
"President Obama's final State of the Union address","(Reuters) - President Barack Obama knocked Republican presidential candidates for anti-Muslim rhetoric and accused critics on Tuesday of playing into the hands of Islamic State in a speech aimed at setting an optimistic tone for his last year in office. Obama, delivering his last State of the Union speech to Congress before leaving office next year, said it was fiction to declare the United States was in economic decline or getting weaker on the international stage. In a direct slap at Republican presidential front-runner Donald Trump, Obama said insulting Muslims hurt the United States and betrayed its identity. When politicians insult Muslims ... that doesnt make us safer, he said, drawing applause from the crowd in the House of Representatives chamber. Its just wrong. It diminishes us in the eyes of the world. It makes it harder to achieve our goals. 10:52:30 PMIn the Republican response to President Barack Obamas State of the Union address, South Carolina Governor Nikki Haley took a softer tone on immigration than the harsh rhetoric often heard from her partys presidential candidates. Immigrants have been coming to our shores for generations to live the dream that is America, Haley said in a speech delivered from Columbia, the state capital. Following Obamas lead, she appeared to use the speech as an occasion to respond to Donald Trump, the front runner for the Republican nomination who has called for a ban on allowing Muslims to enter the United States.  Some people think that you have to be the loudest voice in the room to make a difference, she said. That is just not true. Often, the best thing we can do is turn down the volume. When the sound is quieter, you can actually hear what someone else is saying. And that can make a world of difference. Haleys speech was praised by both sides of politics. Former Obama strategist David Axelrod tweeted: Really effective speech by @nikkihaley. Avoided the Response to SOTU curse.  Republican pollster Frank Luntz said Haley, who is being touted as a possible Republican running mate, tested well with voters. This is the highest weve ever tested a #SOTU response. 10:25:44 PMPresident Obama wrapped up his final State of the Union address with a forceful statement of confidence in the future of the United States. I believe in change because I believe in you, Obama said in his closing remarks, generating a standing ovation. Thats why I stand here as confident as I have ever been that the State of our Union is strong.  Obama received about a dozen standing ovations during his address, but just a handful were fully bipartisan. In addition to the standing ovation that greeted the entry of First Lady Michelle Obama, the other bipartisan applause moments came after his comments on cutting red tape and outdated regulations, when he announced Vice President Joe Biden would lead a cancer moonshot initiative and when he lauded the U.S. military as the finest fighting force in the world. Several more moments won big applause from the Democratic side of the chamber. Those included Obamas remarks on: * Making college affordable * Food stamps not causing the financial crisis * Biden securing new resources for National Institutes of Health * His administrations clean energy achievements * The Islamic State not being representative of one of the worlds largest religions * His request for new authorization to use military force * Terrorists finding that Americans have long memories and the U.S. reach has no limits * His assertion that we are on track to end the scourge of HIV/AIDS 9:52:13 PMTwitter traffic on the hashtag #SOTU has exploded since President Obama started delivering his final State of the Union address, with more than 761,000 tweets using the tag, up by roughly 500,000 since Obamas speech began. Jeers at House Speaker Paul Ryans lack of participation counted heavily among the tweets. According to social media analytics firm Zoomph, #PaulRyan was among the top hashtags during the speech. Ryan appeared only to have applauded Obama when the president mentioned U.S. military personnel. Author and New York Times columnist Anand Giridharadas (@AnandWrites) tweeted: After curing cancer, we should cure the problem that prevents Paul Ryans hands from joining even for things he agrees with. #SOTU.  While President Barack Obama was widely expected to focus on gun control in his final State of the Union address, the word gun appeared just once in the prepared text of his speech when he quickly summarized several proposals hes already made.  Obama symbolically had a chair left empty in the box where First Lady Michelle Obama was sitting in honor of those who have died from gun violence. The hashtag #EmptySeat was trending heavily on Twitter in response to the gesture. The single reference to gun compared with four mentions of climate change and 15 to the economy. Obama apparently has delivered on his promise to keep this years speech shorter: The text of his speech unofficially comes in at 5,438 words versus 6,776 in his 2015 speech. The White House released a post (bit.ly/1Q3P2oz) by Vice President Joe Biden explaining his new task, heading an initiative to find a cure for cancer.  President Barack Obama was expected to detail Bidens role during the State of the Union speech Tuesday night. I know that we can help solidify a genuine global commitment to end cancer as we know it today

and inspire a new generation of scientists to pursue new discoveries and the bounds of human endeavor, Biden wrote.  President Barack Obama has entered the U.S. House of Representatives to deliver his final State of the Union speech as U.S. commander in chief. Obama has taken the podium and has begun. He promises to keep this speech, his eighth, a little shorter, joking that many in the audience need to get to Iowa, site of the first U.S. party caucuses ahead of Novembers presidential election. According to an advance text of his speech, he will rebuff talk from critics that America is in economic decline as political hot air. President Barack Obama will call on Congress to end the practice of drawing congressional districts so that politicians can pick their voters. Too many Americans feel the system is rigged in favor of the rich or the powerful or some narrow interest, Obama said, according to a copy of the speech released by the White House. First Lady Michelle Obama has arrived in the House chamber for her husband's final State of the Union address, wearing a mustard-colored dress. Members of Obama's cabinet have also arrived, as have the justices of the U.S. Supreme Court. 8:56:55 PMThe White House has posted the text of President Obama's speech (bit.ly/1nh7MFI) and he will describe ISIS militants as "killers and fanatics who have to be rooted out"," hunted down and destroyed.""  Separately"," however"
"'This is not a life': migrants stranded on Greek island","LESBOS, Greece (Reuters) - Syrian migrant Bashar Wakaa and his heavily pregnant wife are days away from the birth of their third child, stranded on the Greek island of Lesbos in a muddy, garbage-strewn olive grove with no running water or toilets. Nearby, three Syrian men share a flimsy tent designed for two. Like the expectant couple, they arrived by rubber dinghy from Turkey only to find the island s migrant camp in a disused military base was severely overcrowded.  This is not a life for humans,  said 23-year-old Anas Bakour, one of the men who shares the rain-sodden tent.  The animals have a better life.  The hundreds sleeping in the woods are among more than 8,500 asylum-seekers stuck on Lesbos, where facilities for migrants were only designed to accommodate about 3,000. Thousands more are on four other Greek islands close to Turkey. A deal between the European Union and Turkey struck in 2016 stemmed the uncontrolled exodus of nearly a million people across the Aegean Sea the year before. Under the agreement, anyone crossing to Greece from Turkey who does not qualify for asylum must be deported. Greek Prime Minister Alexis Tsipras discussed cooperation on migration with Turkish President Tayyip Erdogan, who arrived in Athens on Thursday for the first visit to the country by a Turkish head of state since 1952. Though arrivals collapsed in 2016 following the deal, they have recently ticked up. In the four months to November, 15,800 asylum-seekers arrived on Greek islands, up 27 percent from last year, according to data from the U.N. refugee agency (UNHCR). The data does not give monthly arrivals by country of origin but a UNHCR spokesman in Greece said most were Syrians, Iraqis and Afghans, as has been the case throughout the crisis. Aid groups and experts on Europe s migration crisis say the main problem is a lack of political will to improve conditions on the Greek islands, in the hope of dissuading more migrants from risking the sea crossing. "No one will admit it but it's a discouraging factor"," a discouraging message for anyone who may want to come"," said Konstantinos Filis"
